profile,months_active,bill_payment_ratio,qr_transaction_consistency,airtime_topup_frequency,psychometric_score,network_trust_score,avg_transaction_value,transaction_volatility,days_since_last_transaction,community_fraud_flag,risk_band
gold,28,0.6855269052158985,0.5849968441804407,0.6512902175977824,3.0103428031101362,0.4658807806706455,19641,0.42661464063813226,6,0,2
silver,16,0.4885503303681825,0.5998906876276331,0.31569406896746727,2.369148683864474,0.4478590957089942,5459,0.5453967835413704,27,0,1
silver,8,0.4544090458124759,0.33848303173876976,0.3925278005462086,2.666096737130797,0.45991190672497567,1391,0.48565358360289157,13,0,1
gold,13,0.8479906868096608,0.7972101353259158,0.6909332713758137,4.003294680954337,0.6401668385497326,19635,0.4494667351827152,9,0,2
platinum,52,0.8699675392881218,0.9289093301251644,0.8740336689086404,4.474336109906214,0.8920984588360583,28514,0.07413997805148267,1,0,3
gold,28,0.7621913465398464,0.6687750851729302,0.6701705514644191,3.796814673681123,0.5595142700077804,10778,0.2597758306240726,8,0,2
platinum,52,0.9390824646336848,0.9259555845992307,0.9541502084117722,4.524159170726162,0.7754153954149742,25275,0.08823962586308914,1,0,3
silver,11,0.5094082495085801,0.40502139368248585,0.4198934864557314,3.0353099975312032,0.2832117066419533,3295,0.5161547248446692,17,0,1
gold,12,0.6291457686389241,0.7699003741779405,0.6538122266319448,3.706117488544143,0.5760748805422626,13431,0.29505662020949147,12,0,2
refused,1,0.3292998410718122,0.2171640611180171,0.20725535263981476,1.490912789997175,0.048710767357917906,1935,0.7685428350982427,50,0,0
gold,27,0.6420509139416295,0.6526706582525708,0.5332369999219498,3.0598321756789972,0.6401349854241862,14280,0.319509757492785,13,0,2
gold,21,0.6034206036901703,0.5910717108181024,0.6158626805576921,3.2921311401184927,0.6920123423235185,18411,0.42445734177622796,6,0,2
gold,28,0.7442203003278021,0.7649113363381517,0.5927970834880761,3.061469155685176,0.5949198735579908,14044,0.23930211467785373,12,0,2
silver,11,0.4363935823797501,0.4833952161159244,0.5052407804948539,2.416573458860859,0.4496418895411899,3134,0.4815593841784858,17,0,1
gold,18,0.6784695191287569,0.7581529433315328,0.6817652995433724,4.021897680020685,0.6256963006286398,11007,0.16228545964484392,5,0,2
silver,17,0.5378538358773544,0.5672236775549164,0.32729685304215844,3.386122901136145,0.36244917087625905,3701,0.43209043526181856,6,0,1
gold,26,0.7648557405204994,0.6437062310874995,0.5060707611066009,3.764882977451066,0.49781846543142066,18113,0.28403095034047565,5,0,2
refused,1,0.3462550349126041,0.21884931280785935,0.24215597043516873,1.1210849568743717,0.0957132094060988,441,0.876830036763284,71,1,0
gold,32,0.7693595178070736,0.6761139854173389,0.5078723759639459,3.551475573006626,0.6531113444646031,7108,0.29099353039733833,7,0,2
gold,29,0.6406652037763713,0.7943209557942323,0.5470766523796715,3.7206417218476977,0.5506827732722704,15623,0.3533684755488264,7,0,2
silver,12,0.4773188878245607,0.5666239214254926,0.2905683552865492,3.2623077015370052,0.4011198235924703,2658,0.5417081055134958,5,1,1
silver,10,0.5928028486216107,0.5066867370513509,0.34626441971099303,2.384780640988712,0.2987380641510499,7660,0.6974850617894385,28,0,1
refused,4,0.22625410748045757,0.2793707468934645,0.09794908425491954,2.1668522417305556,0.036976112441417706,1736,0.8481871892857016,29,1,0
silver,14,0.6363108086684708,0.35888616004292284,0.45500088438406416,3.0113471746227978,0.2822495911328287,2836,0.5190336771258329,17,0,1
platinum,34,0.8919645260753418,0.8245553779325417,0.8849813745587422,4.5942907505617745,0.8080762093006217,23283,0.14127132811318907,4,0,3
refused,5,0.05134895941302667,0.07099427792823808,0.28093691710653157,1.8309580818791908,0.044917669243857095,992,0.9178718273724862,20,1,0
silver,16,0.37740615960993096,0.39620978551239683,0.4360094823034705,2.057461200259492,0.27012029546208666,4886,0.3824957802857172,12,0,1
platinum,59,0.9091782697912194,0.9977457563910885,0.8073404052784814,4.829332405141284,0.6373631887901182,36132,0.2359253982050552,2,0,3
platinum,25,0.922171809108444,0.8103191613317421,0.7102563297817475,4.068712832518267,0.9357843638003067,30131,0.0927352520394413,0,0,3
gold,34,0.721005143127351,0.7742488223411028,0.6071084946195596,4.154805668977448,0.695389048304746,8900,0.23604472416210937,10,0,2
silver,13,0.43211297515185276,0.4205071705684843,0.2851321694515834,2.963869873706811,0.5431116260849327,2196,0.4938149667471322,16,0,1
refused,3,0.35663222318324383,0.06781907821192902,0.18439270637783417,1.6585795599270927,0.28966553239353904,454,0.647194883329758,77,0,0
silver,10,0.5700380816023475,0.380198864508803,0.506932913393629,2.9077132952043017,0.31396425869804334,2112,0.4377814463753137,8,0,1
gold,34,0.7825622973823928,0.6102009540182933,0.6945136471299473,3.3836650192078253,0.47501371613062787,13661,0.36463086098296216,4,0,2
platinum,33,0.8770100908523948,0.9935398776414173,0.8326073121348572,4.9882752710001315,0.9496906896553406,21944,0.1306275452713971,3,0,3
silver,17,0.3613814938807806,0.42625301651600045,0.3550314412853691,3.3181252082517405,0.5391325546621686,5694,0.45183545068128655,11,0,1
gold,17,0.6363316731051261,0.670874521276701,0.6646007148893869,3.6338132657076208,0.513158546532184,10152,0.20419880967072282,5,1,2
refused,4,0.23206874799652152,0.2001808768424507,0.21519252370005248,1.2852672032859889,0.19752766325913454,859,0.9684860400425142,18,1,0
platinum,32,0.9566428718255122,0.9675651470566491,0.863706066548642,4.1939538672677745,0.7789872565289832,34142,0.15621852490174973,3,0,3
silver,14,0.4481750923717451,0.33964301345095815,0.4786325400092313,2.0117100417333353,0.35393539220291814,1137,0.45208056967532795,18,1,1
gold,33,0.6257106480393692,0.7980339098696457,0.6011851600292788,3.5867411117261425,0.5410092846642511,6860,0.19353167201893506,9,0,2
gold,31,0.6689806735951367,0.6269547875065298,0.6386755077037705,3.2049764475674527,0.5073316868073435,14193,0.42412950099113966,13,0,2
gold,29,0.7313675768389732,0.6222421312302646,0.6154706802439335,3.848673994002508,0.46453926974274673,12394,0.3706309781676559,10,0,2
gold,24,0.6933644862831763,0.7699381005735859,0.6115377382370906,3.4877552615424867,0.5540156283707733,5045,0.35225928685947894,8,0,2
platinum,44,0.9379803151991138,0.8140059411494942,0.9305558093571373,4.258431620291818,0.6258747574060526,32173,0.18176419040384753,1,0,3
gold,26,0.7751528740986129,0.7225117221023625,0.6282172207164318,3.542658120122062,0.4593204390733369,19908,0.3960830579305964,13,0,2
silver,7,0.4124329989261522,0.5080852913348636,0.3884203572476729,3.3060894599782933,0.3604064408317677,4648,0.37233911214839976,20,0,1
gold,20,0.6741531205392732,0.7609983679855062,0.5271491706199802,3.4462041414797033,0.4893239585114109,12192,0.34476863386228906,7,1,2
refused,0,0.36482713805025035,0.17112764090670887,0.1812722892291296,1.6667634431039562,0.2621771038157732,702,0.9912612488336157,69,0,0
platinum,39,0.864123548240284,0.863239316459299,0.9683439792904203,4.823174015595661,0.8397475862651735,33377,0.1251002864275503,5,0,3
gold,19,0.7722719134370574,0.6610458517195916,0.5477503542172049,3.6482607201343424,0.7294471160756778,13146,0.1784860942254993,11,0,2
gold,19,0.7030699319579163,0.7484837833629628,0.6192692994993552,3.501250280367571,0.7297944301627436,9928,0.4454850949084933,5,0,2
refused,2,0.13959604320566302,0.22984967880349194,0.11444071919814978,1.5229667175335764,0.147782903655848,1839,0.7989405292507399,69,1,0
silver,9,0.5458279267928376,0.3487961561286363,0.3512968506402819,2.7791445934509627,0.45095000164488663,3743,0.40296944054203654,8,0,1
gold,17,0.6301118349991414,0.7354068218629722,0.6470457036203192,4.176006555836181,0.4561023245646533,9091,0.18235597936869274,11,0,2
gold,24,0.6131913144649006,0.7853685593765164,0.5361315082622606,3.1974792701152017,0.5425056365028597,15264,0.3362456410517676,13,0,2
refused,2,0.026068798358882806,0.10372866239428773,0.037332243228283275,1.809558272989946,0.20193399069298626,754,0.8482832905340236,40,1,0
platinum,34,0.9977929075998256,0.9559517549576062,0.9174479679622175,4.430337177508921,0.9427495744300376,11140,0.16560850292526702,0,0,3
silver,17,0.5250306904132656,0.46892828336174786,0.5003133590969224,3.269414682004438,0.5382213516698415,6153,0.502701275752793,5,0,1
gold,25,0.6317361034387432,0.5599806331409378,0.5327457915758342,3.936565366056186,0.7341920697710886,14910,0.1923328944997948,7,0,2
silver,6,0.42918825623956125,0.3966892420208725,0.4947127810006219,2.978089813991937,0.25371649657112677,7345,0.4087624421317546,7,0,1
silver,11,0.5056424936253061,0.37566001518507386,0.4757416045161216,3.347176375405342,0.48528573152214066,3626,0.44006969586633626,9,0,1
gold,19,0.8051218961200687,0.5980058422840862,0.6664782083403815,3.867407044680255,0.6824018811545395,18939,0.39129141388665506,3,0,2
gold,33,0.7691209373801511,0.6508702422567499,0.562566839504844,3.751009433978851,0.47487437441834435,14908,0.2537190756578994,13,0,2
refused,3,0.14621151876291166,0.18278768352486774,0.23530918363234982,1.1105647280083657,0.24512411623250796,1889,0.7491010880268693,41,0,0
refused,3,0.218121280946303,0.34454561196337324,0.05456420944547621,1.3107722078416595,0.25376989378845755,1180,0.7365338403324873,24,1,0
refused,3,0.04578582638981765,0.24353813085833645,0.053924070401477564,1.2250290426847932,0.003449391719189332,1349,0.6266662205103293,75,1,0
gold,23,0.667999651336089,0.5656078318194451,0.6230139508029395,3.981386488279429,0.5196235733598495,16226,0.2675903220823389,12,0,2
platinum,19,0.9716806265104004,0.9557143878101502,0.768587548457477,4.302060501834795,0.898887835096815,27154,0.07185239911639493,2,0,3
platinum,53,0.9117491821536292,0.820618749202749,0.834633272149421,4.047830820394106,0.667632428142397,30536,0.2432695407430832,2,0,3
gold,16,0.8185768335342701,0.693916313249355,0.5834765883600946,3.2261998233546736,0.6958283561011095,11839,0.16776699161898223,4,0,2
platinum,25,0.9671944075706804,0.9575579777428985,0.9889709960320396,4.3335695494722,0.6511952834134346,31312,0.23944745024705097,0,0,3
silver,11,0.4750503845668381,0.41916219129206916,0.2670704441492865,2.3329925675284633,0.25039439002918795,5499,0.6484554878474916,25,0,1
refused,1,0.12101061648188507,0.11797497673170411,0.04981933332058214,2.0320614495180322,0.2571592761673662,1863,0.7901589487455531,69,1,0
refused,5,0.25890180454963024,0.17248877656482003,0.1853919140541922,1.5127531881415037,0.15197960885503783,543,0.9028128217844132,62,0,0
platinum,54,0.9605553335186513,0.8931400244637626,0.9280282235314291,4.170477938173917,0.7977924525180372,21738,0.018901260154187693,3,0,3
silver,7,0.5326052661810503,0.46395673734972526,0.345494560040433,2.263437171993257,0.39200376427828554,1746,0.4648362165446376,15,0,1
gold,28,0.608164765196124,0.6795193745100863,0.5841473125137233,3.2811900787806323,0.6882403685196817,10121,0.16640538622600967,4,0,2
refused,5,0.33273710903390685,0.16181755788220636,0.04137689692911099,1.8756103379113334,0.11012482412617398,1507,0.879263057607938,42,1,0
gold,24,0.7825554294393122,0.6142656730473022,0.6687457585420514,3.2320070803344625,0.5980024764157141,11655,0.43631907061004227,4,0,2
gold,19,0.7578438315120627,0.5809615066764544,0.6037495694229419,3.8439360648507006,0.5189148851049695,9483,0.23115653405155398,13,0,2
gold,14,0.7458130980781392,0.7571772459545016,0.6389940266242952,3.687327011684531,0.5355559788030143,18908,0.3689979673934891,8,0,2
silver,12,0.41010525543452175,0.30767369495855046,0.47249824284289543,2.2598275717803507,0.3712584638826644,4389,0.5859827965698696,22,1,1
refused,5,0.38674089289785224,0.2709548773740081,0.041627989615654046,1.2279500302632411,0.04684948769627063,655,0.6284800393897992,84,1,0
gold,35,0.6891490439965514,0.635647770702783,0.6220752119563384,3.0216973106468226,0.4521289597484662,14632,0.2634620351619234,9,0,2
gold,17,0.6177889197194775,0.5765400883868669,0.581039428515066,3.5789916726331956,0.5728682781787527,19853,0.21305275057017703,6,0,2
platinum,33,0.8691534594133699,0.8278232388286124,0.8420721665305265,4.34109002447422,0.6900894809073959,23749,0.192539552939274,5,0,3
silver,16,0.5728726159861167,0.32092710369360306,0.4409590928241951,3.0899071465664942,0.34801276449411483,5129,0.6427292525535302,14,0,1
silver,9,0.4523051279357609,0.3542455437007185,0.4210713893731145,2.6109973847713888,0.3574898240558747,5174,0.39254482033139415,15,0,1
silver,12,0.6374368386438839,0.40973145568890657,0.4419792062351574,2.3643293549371833,0.43999099791960145,5746,0.466844722520185,10,0,1
silver,14,0.4509231641549808,0.456809179391511,0.5379324945298956,3.1884349299963533,0.29751190615876005,1823,0.435208904190118,19,0,1
gold,22,0.6211720854688267,0.657418340838787,0.5114783687376547,3.861073659178243,0.5015034585129651,6751,0.3584482737984378,4,0,2
gold,19,0.7676085834492293,0.7001980373349048,0.6641698018526258,4.014612973008672,0.5301629686458222,18071,0.28108645832510937,10,0,2
gold,27,0.7044167489542487,0.7831882347650784,0.5772101871303672,3.1759299604320037,0.4766319800868698,14776,0.2888063495063481,12,0,2
silver,15,0.6309040842413249,0.3329348861011213,0.28058014161478256,2.8799499694595245,0.5307065132642879,3989,0.664768793156441,27,0,1
refused,3,0.06648612074809633,0.031248376697702283,0.033821186459008876,1.1875162301347655,0.0366337864097982,252,0.9612469131488546,81,1,0
refused,2,0.13407325168750744,0.16693171816633715,0.0730961998841145,1.5987711474833366,0.020890894792518176,1907,0.9881669917547455,77,1,0
silver,13,0.4412738934459754,0.43810116948082056,0.4170155877199496,2.318622098784823,0.4656592218651433,6566,0.6113525605894217,19,1,1
refused,1,0.03510242230799845,0.06345957851963176,0.09744684454175692,1.2154040884820672,0.16600283244425043,1582,0.6565259893611027,66,1,0
silver,17,0.45948715630046755,0.31152769369171757,0.27966190866289087,2.2951852003876994,0.42035162390179176,5450,0.5099130942438497,25,1,1
platinum,58,0.9530748258104996,0.9300334700886457,0.7762673739692479,4.1139566347143175,0.8395233185533966,48010,0.17860604101781055,6,0,3
gold,27,0.719209719433281,0.7441996093021577,0.6791631463120389,3.3948885353528735,0.45845740213416664,10969,0.4472958508490056,2,0,2
gold,16,0.8211467220574034,0.7327175864440402,0.5262575944009649,3.607253630894204,0.5826198639354225,8006,0.27183299415076734,9,0,2
silver,12,0.42577056774130606,0.37277316086938095,0.501488235100229,2.1954925468845383,0.5466512898340281,7250,0.5048648244477314,5,0,1
silver,11,0.6469941844967543,0.32568876921856066,0.45975322943847186,2.1013293244663016,0.37718117676807444,7745,0.6095630918801684,11,0,1
platinum,23,0.8721608637859339,0.9044869152142339,0.9919293244211039,4.125233570432827,0.6905405977365944,38220,0.15038846982495602,4,0,3
platinum,56,0.8903008723037961,0.8280037077320899,0.8886294454617836,4.418580621623935,0.8606671674825703,38064,0.009004704572856598,1,0,3
refused,1,0.10848811057073693,0.12013700821456014,0.06985919693725233,1.9632006929411736,0.22906192052741592,1094,0.6809123070157503,75,1,0
gold,17,0.7948791753560158,0.765361421505331,0.6408062905183314,3.224816149592147,0.45582037368546463,14553,0.4432268843141244,6,0,2
refused,3,0.3353017463266954,0.06528264041840684,0.23911886496066884,1.2420938766171896,0.114227487215455,1824,0.9589999509604816,22,1,0
silver,7,0.48364330492500374,0.5844928141291099,0.3261642538372096,2.9280150636032976,0.5201850196305848,6202,0.3952143712330623,10,0,1
refused,4,0.09029230738522315,0.08125210805013737,0.2815248826872186,1.3219029928229582,0.2647854825654523,1365,0.7292564825039306,55,0,0
platinum,23,0.9292555181945814,0.8668725622620965,0.9924099555612069,4.397178777429211,0.9488542800089906,28800,0.012494757164919684,4,0,3
silver,10,0.436043787432046,0.4442222737229168,0.4730768219563678,2.9232628328975645,0.27504158336242146,3883,0.4089992005372394,17,1,1
refused,5,0.24908015849317602,0.035004333124794916,0.1257175195989286,2.0637357485521965,0.2529908025611972,142,0.6778119899600212,16,0,0
gold,24,0.8351259882198506,0.6567762613400858,0.649504127349301,3.9962434612149145,0.5048768777886254,12188,0.38437708613485566,6,0,2
gold,26,0.8179782653201264,0.7320291093340416,0.6001239064667862,3.668702199982093,0.6461982664260745,19104,0.17737549773571443,2,0,2
gold,20,0.70067593024864,0.6010219152889401,0.5079895946572188,3.9922414166080347,0.5082386311337916,14183,0.24833136175236567,13,0,2
gold,14,0.8013575107614948,0.7646745303111435,0.615965915209545,3.107367747372465,0.5373589364989872,6845,0.35427516378517543,13,0,2
gold,26,0.6947601213457587,0.7458468049989596,0.5021026449083307,3.2068636345261994,0.6736193217424619,18288,0.4297923187661954,7,0,2
silver,10,0.5312326703452541,0.44927254324624066,0.3357761324918896,2.138634375357605,0.41395154143399593,4262,0.5102682924376504,10,0,1
silver,9,0.3713465767647743,0.4969414552590494,0.39804661412150466,2.55508705406924,0.3745433511604863,4903,0.5981339431999476,22,0,1
silver,13,0.3822684175311302,0.4811633968872263,0.4566555586901995,3.2233747103529327,0.3499219888158825,6256,0.5359195779845289,26,1,1
silver,6,0.4782224863712946,0.49763583530427385,0.2942058298050216,2.243408858838612,0.4450921471921768,5012,0.5308802081417183,26,0,1
silver,8,0.5516343380296397,0.40290464295017897,0.4268129117944352,2.0393852282148592,0.39370711948275217,7274,0.3966293617945236,23,0,1
platinum,29,0.9033987226407979,0.9448206658546278,0.9345370989535088,4.942315389673193,0.9864973642827193,19764,0.10565729925340228,5,0,3
silver,15,0.5207320941088411,0.3761187598371352,0.4076649010450689,2.0885050009986506,0.4573220819813709,6704,0.5788316307845157,23,1,1
gold,14,0.7296404221664334,0.6944032701592835,0.5200309995013533,3.0960760830347587,0.49065506206822623,17242,0.20378887057801454,6,0,2
gold,27,0.6210319155648457,0.7646266136378886,0.5182651468667114,3.5130502264316545,0.6210561647399413,8960,0.4359711536343699,8,0,2
gold,24,0.7003654447722608,0.5808624664525888,0.6159585687665909,3.8895704500209147,0.6221925525095225,14663,0.3619649406848481,3,0,2
silver,17,0.3889286700488793,0.3396991668360274,0.4616069009066262,3.0960080183598135,0.4552212659246178,5263,0.41534464470701044,22,0,1
silver,17,0.4939314073347133,0.4997548093800384,0.2710103870895344,2.7000729836058532,0.3140492181732988,7309,0.4919324043212375,25,0,1
silver,7,0.5164794933123029,0.4234667239635082,0.467262949244008,2.5213374909674027,0.43391177694171573,1714,0.6966630062215518,28,0,1
gold,34,0.8195083782111142,0.5987395678746577,0.5033825599843215,3.233808589986437,0.5184301133707155,15756,0.42045168583539094,4,0,2
silver,10,0.5373791754560463,0.5403024729593748,0.33816702495979506,3.2246807834008373,0.3035658577854749,6412,0.5167691227493446,10,0,1
gold,15,0.6295546555727721,0.7953143943478193,0.5520096080504868,3.5565717896092517,0.6758181413477928,14522,0.3964948001640218,11,0,2
gold,25,0.7461357783148646,0.7512743280102838,0.6251299825882906,3.7155102902792425,0.5115561428714421,12282,0.22869147941533186,4,0,2
silver,14,0.5060638066270488,0.3145651281626589,0.3147324989328068,3.1106796835753845,0.29191072848757066,5649,0.578441163769324,27,0,1
silver,10,0.4470887373741437,0.5633496503670367,0.4557109154166812,2.3426544439968127,0.4545618830490301,1050,0.5877929951582954,6,0,1
gold,21,0.72506963380194,0.7634857205354633,0.6855491466150814,3.147982189290351,0.7433561080505345,11806,0.19109466669285835,3,0,2
gold,28,0.6338648841986727,0.7622745049896691,0.607644020373695,3.4730285935198895,0.4759372521360457,17791,0.39408471779421583,3,0,2
refused,3,0.07678560364926104,0.23011566731706903,0.008827819950206772,1.3671017158524708,0.06430196380289267,713,0.8024333862583028,27,1,0
silver,9,0.49762451161652455,0.5945053517811146,0.5095572433319187,3.105083639752095,0.2558305465546906,6509,0.5247915964830856,6,0,1
silver,9,0.5433689463895466,0.3497983382025376,0.3966118505174806,3.3565652504914887,0.4296502043951752,2326,0.47474624930522563,12,0,1
gold,35,0.7352784562197112,0.6590615065892894,0.6820392248289393,4.0879839563423985,0.5311045771486753,17123,0.2472752621555912,11,0,2
gold,27,0.6296609414353951,0.7038551949552089,0.6322685357889448,3.254497484972853,0.6262109605726731,6682,0.1933739130718754,13,0,2
silver,13,0.494751677414634,0.4106637274977827,0.3347098202656172,3.435975276935828,0.5311029098536432,5838,0.44813796250662263,12,0,1
platinum,50,0.9959665523905157,0.9924197571528235,0.8348301505641214,4.659035534203681,0.6906921531694042,20503,0.07598562806375683,0,0,3
refused,4,0.30040954365536565,0.33982909928553307,0.13452486239071657,1.9429592349453517,0.1133454851534715,1564,0.6486475945452972,53,1,0
platinum,40,0.936399762670849,0.8248875114593713,0.9633673477123983,4.611940505337331,0.7075835783305884,28691,0.04481390297694751,1,0,3
silver,12,0.5882181877648265,0.3911421377209103,0.41098867129054123,2.0674031786790894,0.5445631889057818,6577,0.5192881560152532,9,0,1
platinum,59,0.9384933845706454,0.9541822754128542,0.8793170695767593,4.064616679844086,0.76804749113909,13802,0.07062401649321307,6,0,3
gold,15,0.8061178794011372,0.711304643961166,0.52688668547391,3.8213224332831692,0.6722649620165957,14434,0.42712293937999457,5,0,2
refused,5,0.062290404769338226,0.11565657389942631,0.236727045478924,1.7233184226343141,0.07356587351621278,1325,0.9539027641049831,15,1,0
refused,3,0.3590673384402268,0.30810420109648934,0.10775207636362683,1.101292280838816,0.16739769446803573,339,0.7796022316988171,19,1,0
platinum,50,0.8520507947240495,0.9397691706321809,0.8300966001869167,4.228894604846614,0.9988312628326647,26859,0.09811454655737001,1,0,3
silver,12,0.3563576738683558,0.4487201385907381,0.42332892024931223,3.018796183028419,0.4142891954140533,2390,0.6514769516347984,18,0,1
silver,14,0.6425206767796151,0.5847511515322891,0.3404789822337771,2.6797351164575396,0.4135717524182856,6941,0.39519774142321695,18,0,1
platinum,46,0.901093685419636,0.954376396119649,0.7850028844796745,4.23024616842787,0.6902165319702931,34364,0.13273441960302346,2,0,3
gold,14,0.8260608228518913,0.7715950904900355,0.6588028900531925,3.042191100325433,0.5361773084631203,5071,0.30369010827463994,10,0,2
refused,5,0.24612047030934067,0.3188729352458547,0.23921198063234322,1.6929975141909228,0.10619152439365913,270,0.7773124705706934,51,1,0
refused,5,0.225040596959426,0.2353405420787437,0.2827979229318259,2.355021775549087,0.07134619418294756,1613,0.8963250366040092,40,1,0
refused,4,0.2648850471600449,0.1278880885180814,0.17129329574945976,2.23366318697339,0.09065301942379726,650,0.7149063323966992,79,0,0
platinum,49,0.9584344144932664,0.9964661030160163,0.8947223976383178,4.877138441511404,0.8416286708284877,38278,0.2163239397272281,6,0,3
gold,28,0.6171126131415041,0.7496639450891591,0.5950216729863671,3.990527874898355,0.7076941641366661,17048,0.3622606313236332,10,0,2
silver,14,0.5207452941963715,0.414595040907091,0.49368881662704434,3.0728322140873012,0.5248447589341172,7196,0.5655273932354848,10,0,1
silver,11,0.6390452835968518,0.5157634342901366,0.3729652392625812,2.5731722967642776,0.5166360300148652,3624,0.6113696556168001,15,0,1
silver,14,0.43857818902579215,0.4398908969945693,0.3586685091815981,3.2929161373714866,0.40217184946505924,7608,0.6155673127456571,10,1,1
silver,6,0.5727982155969265,0.36318951668229027,0.43628952888315775,2.435845267366183,0.4098621037484521,6360,0.6036209679147877,8,0,1
silver,7,0.5860784317689985,0.40073597505085085,0.38409588704242537,2.411678075307218,0.4992511753477459,5925,0.536380204414782,26,0,1
silver,6,0.5239465319300224,0.32015927122571214,0.5193290732557565,2.3838243290671626,0.45084422391577944,1206,0.6009094614590471,25,0,1
silver,16,0.5886385763664402,0.5112852809637827,0.341668918306429,3.214380906214329,0.3119016635746267,2845,0.6261758940085927,13,0,1
platinum,18,0.9837845363165165,0.9560991415092175,0.8629698417369874,4.0200263559258245,0.8880032158652452,15744,0.09704142653174888,0,0,3
silver,13,0.630844431353907,0.5047479101211446,0.41751763489860216,3.2586372479781582,0.25468318667731876,2413,0.5694206977598635,29,0,1
refused,0,0.2149581700933459,0.19965740720532058,0.10195281454494204,2.3366750116800645,0.14130872523131302,1285,0.8108439301414538,31,1,0
gold,19,0.7032931293019299,0.6140478786098388,0.5581753708463165,4.089313492380215,0.5496002106353037,9943,0.26321628749243287,6,0,2
gold,32,0.7376658448602129,0.7197666511239094,0.6099434510326622,3.442470186565015,0.5461702758049497,11200,0.31916010956753,6,0,2
platinum,42,0.9066593329264442,0.9302734421976493,0.8150836781216865,4.4011879140389825,0.7102879412382209,38011,0.09293482372658257,0,0,3
gold,18,0.7001760417086167,0.7373423591612392,0.6256694235098889,3.808331798396034,0.7232472660991188,14441,0.3572854098803868,3,0,2
gold,33,0.7909230673375801,0.675592954993024,0.6881501718468922,4.138548597230302,0.6387657579024877,8858,0.24842090534569733,9,0,2
platinum,47,0.8980963288239271,0.960153937425975,0.9854435678997974,4.538695667343039,0.7851407820063403,45205,0.0766941498805353,2,0,3
gold,13,0.6994483602322745,0.5713507575406804,0.643877631114964,4.162733276609149,0.674917724035063,14223,0.3648446336627084,8,0,2
silver,15,0.5547934646879394,0.5890648798172551,0.5476745737466726,3.441110164379375,0.30138716640030194,3589,0.3759417110350853,27,0,1
platinum,41,0.9084427129328805,0.8137843078734438,0.8115500587716173,4.6171557833956465,0.9899338611124447,28626,0.16161468540948262,0,0,3
silver,15,0.3561476140633923,0.38158953233342474,0.5175414658255306,2.3631329994282573,0.5417735252978428,4255,0.4406494590848349,16,0,1
platinum,41,0.9473234260437364,0.9980682626683555,0.8122890301419378,4.012714889986894,0.7953498515931755,45548,0.08633548806122196,6,0,3
platinum,36,0.948566699275025,0.956302896350283,0.9205637963570358,4.523084724581785,0.7609308498746223,25812,0.2376931769328345,1,0,3
gold,34,0.6112492053088561,0.6325389875789011,0.683019690898006,3.1747543760465082,0.6029955237940492,16906,0.33123918865696056,5,0,2
silver,9,0.5841561727608819,0.5574928321521144,0.4140361374484851,3.206798893614686,0.5352616613876284,3530,0.6170567892354836,9,0,1
gold,31,0.6886821391825532,0.5966049512134937,0.6925465167722278,4.134020513098193,0.7198837468116945,13578,0.33471781603355183,8,0,2
gold,19,0.7245324858870106,0.643020563740724,0.5486359960528452,3.692624011467971,0.4735608728378396,12973,0.424033409542677,8,0,2
gold,19,0.7646794096817555,0.7025269805090587,0.6595996070438448,3.29498230442709,0.5316946191543248,7335,0.4458984520680379,12,0,2
gold,19,0.7147810058216701,0.6887834466882972,0.6009274575954869,3.4672677356002484,0.6418124401628327,11889,0.23384083236889458,2,0,2
silver,17,0.37653127620065074,0.545030271938875,0.529423098337918,2.0476837243327064,0.529534897982876,3246,0.3617457135765379,10,0,1
platinum,39,0.9841325894343889,0.9274463159578974,0.9116156782336611,4.783842676767674,0.6509815837691476,30620,0.07573272641010731,6,0,3
gold,34,0.7414626400783116,0.6354102781726505,0.6366858830314541,3.9001929995455216,0.6567837963677512,8561,0.3452599185762422,3,0,2
refused,0,0.06414636396196297,0.18753974380730476,0.04284848376502983,1.2647518337770836,0.2716624983452589,180,0.8802497432649203,22,1,0
silver,17,0.49837933120083944,0.5173827580764951,0.37122415884799287,2.176329892438157,0.2844067953432276,2294,0.6287210214178771,14,1,1
silver,15,0.5203330869295635,0.47218512689797754,0.5098386256876949,2.7450159103665914,0.2810811608708656,7219,0.6849109549215382,26,0,1
gold,26,0.6503820945015781,0.750600446112831,0.5251286984824628,4.135424272789514,0.4715206031242275,15496,0.33856320926365835,6,0,2
refused,3,0.02635485572609313,0.007758014561714116,0.17319192545692433,1.2044159573039752,0.11239838985379011,345,0.7495360343861808,76,1,0
refused,2,0.14838185856360822,0.23415385865533853,0.08207528034431122,1.056638709397601,0.18523697411932813,666,0.9937843831895461,48,1,0
silver,12,0.3717266938582054,0.4185762299306753,0.4896894707601237,2.782232932558834,0.36898183760529174,7369,0.5573559042766449,27,1,1
silver,17,0.4539298546912748,0.42007042609129636,0.47195973986287526,2.6560748637394846,0.2554958027810631,2860,0.40727464446477324,23,0,1
silver,10,0.476743625168423,0.3030220985979694,0.4912068368557393,2.231396406597725,0.2562224028418602,2157,0.6610506331144612,5,0,1
silver,8,0.4062832965636274,0.45272499200698546,0.35687591286964043,2.0511435467799055,0.32010721463292857,5266,0.4267145209783161,9,0,1
